12:19:12.460290 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
16:32:58.446471 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:32:58.548873 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
16:32:58.651271 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
16:32:58.753161 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:32:58.855561 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:32:58.957960 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
16:33:18.698888 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
16:33:18.801799 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:33:18.901640 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
16:33:19.003590 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:33:19.108040 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:33:19.208391 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
16:33:19.414727 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
16:33:19.515079 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:33:19.617479 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
16:33:19.719881 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
16:33:19.822279 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:33:19.924679 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:33:20.026631 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
16:33:39.765960 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
16:33:39.867847 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:33:39.970247 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
16:33:40.072711 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:33:40.175111 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:33:40.276999 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
16:33:40.379399 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
16:33:40.481799 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:33:40.584199 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
16:33:40.686087 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
16:33:40.788488 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:33:40.890887 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:33:40.993287 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
16:33:41.504327 e8:de:27:57:4f:32 > 01:00:5e:00:00:01, ethertype IPv4 (0x0800), length 46: 192.168.0.1 > 224.0.0.1: igmp query v2
16:33:42.161287 00:c0:ca:83:1b:8c > 01:00:5e:00:00:fb, ethertype IPv4 (0x0800), length 46: 192.168.0.100 > 224.0.0.251: igmp v2 report 224.0.0.251
16:34:00.732168 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
16:34:00.834567 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:34:00.936969 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
16:34:01.038919 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:34:01.141320 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:34:01.243719 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
16:34:01.346119 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
16:34:01.448520 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:34:01.550407 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
16:34:01.652807 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
16:34:01.755208 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:34:01.857607 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:34:01.959496 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
16:34:21.698887 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
16:34:21.801288 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:34:21.903687 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
16:34:22.005640 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:34:22.108040 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:34:22.210439 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
16:34:22.414728 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
16:34:22.517128 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:34:22.619528 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
16:34:22.721416 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
16:34:22.823814 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:34:22.926216 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:34:23.028678 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
16:34:42.767495 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
16:34:42.871943 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:34:42.973832 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
16:34:43.074759 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:34:43.178695 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:34:43.281096 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
16:34:43.381448 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
16:34:43.485383 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:34:43.585737 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
16:34:43.688135 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
16:34:43.790535 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:34:43.892936 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:34:43.994823 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
16:35:03.734216 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
16:35:03.836615 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:35:03.938503 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
16:35:04.040967 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:35:04.143367 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:35:04.245767 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
16:35:04.347655 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
16:35:04.450055 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:35:04.552455 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
16:35:04.654855 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
16:35:04.756743 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:35:04.859143 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:35:04.961543 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
16:35:24.700424 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
16:35:24.802823 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:35:24.905224 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
16:35:25.007687 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:35:25.109575 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:35:25.211976 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
16:35:25.314375 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
16:35:25.520200 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:35:25.621064 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
16:35:25.723463 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
16:35:25.825863 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:35:25.927752 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:35:26.030215 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
16:35:45.769544 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
16:35:45.871944 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:35:45.973832 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
16:35:46.076296 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:35:46.178696 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:35:46.281096 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
16:35:46.382982 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
16:35:46.485383 e8:de:27:57:4f:32 > 01:00:5e:00:00:01, ethertype IPv4 (0x0800), length 46: 192.168.0.1 > 224.0.0.1: igmp query v2
16:35:46.485896 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:35:46.587784 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
16:35:46.690183 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
16:35:46.792073 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:35:46.894471 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:35:46.996872 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
16:35:54.920583 00:c0:ca:83:1b:8c > 01:00:5e:00:00:fb, ethertype IPv4 (0x0800), length 46: 192.168.0.100 > 224.0.0.251: igmp v2 report 224.0.0.251
16:36:06.737287 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
16:36:06.839686 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:36:06.942087 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
16:36:07.044552 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:36:07.146951 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:36:07.249353 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
16:36:07.351751 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
16:36:07.453640 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:36:07.556039 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
16:36:07.658440 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
16:36:07.758792 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:36:07.862728 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:36:07.963591 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
16:36:27.702471 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
16:36:27.804871 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:36:27.907271 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
16:36:28.009223 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:36:28.111624 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:36:28.214023 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
16:36:28.316424 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
16:36:28.520710 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:36:28.623112 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
16:36:28.725512 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
16:36:28.827399 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:36:28.929800 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:36:29.032263 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
16:36:44.455176 e8:de:27:57:4f:32 > ff:ff:ff:ff:ff:ff, ethertype ARP (0x0806), length 42: Request who-has 192.168.0.100 tell 192.168.0.1, length 28
16:36:44.457734 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 94: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 60
16:36:48.771591 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
16:36:48.873480 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:36:48.975880 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
16:36:49.078344 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
16:36:49.180743 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
16:36:49.282632 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
16:36:49.385032 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
